id,date,state,city,address,n_killed,n_injured,incident_url
2203231,"January 2, 2022",Florida,Orange Park,Bonnilyn Dr and Clermont Ave S,1,0,https://www.gunviolencearchive.org/incident/2203231
2202924,"January 2, 2022",Connecticut,New Haven,67 Edgewood Ave,0,2,https://www.gunviolencearchive.org/incident/2202924
2224806,"January 2, 2022",Pennsylvania,Philadelphia,4500 block of Lancaster Ave,0,1,https://www.gunviolencearchive.org/incident/2224806
2202908,"January 2, 2022",North Carolina,Laurinburg,300 block of East Vance St,0,3,https://www.gunviolencearchive.org/incident/2202908
2202895,"January 2, 2022",Florida,Homestead,NW Fourth St and Eighth Ave,0,3,https://www.gunviolencearchive.org/incident/2202895
2206873,"January 2, 2022",Oregon,Portland,NW 2nd Ave and Couch St,0,1,https://www.gunviolencearchive.org/incident/2206873
2203355,"January 2, 2022",New York,Brooklyn,488 Dekalb Ave,1,0,https://www.gunviolencearchive.org/incident/2203355
2203614,"January 2, 2022",California,San Leandro,1915 Fairway Dr,0,2,https://www.gunviolencearchive.org/incident/2203614
2203605,"January 2, 2022",Mississippi,Hazlehurst,Larkin St,1,0,https://www.gunviolencearchive.org/incident/2203605
2202904,"January 2, 2022",Ohio,Reynoldsburg,2679 Independence Village Center Dr,0,1,https://www.gunviolencearchive.org/incident/2202904
2202701,"January 2, 2022",North Carolina,Durham,4919 S Miami Blvd,2,0,https://www.gunviolencearchive.org/incident/2202701
2232627,"January 2, 2022",New York,Bronx,Summit Ave and W 164th St,0,1,https://www.gunviolencearchive.org/incident/2232627
2202886,"January 2, 2022",Pennsylvania,Philadelphia,Broad St and Erie Ave,0,1,https://www.gunviolencearchive.org/incident/2202886
2203391,"January 2, 2022",Missouri,Saint Louis,3710 N Grand Blvd,0,2,https://www.gunviolencearchive.org/incident/2203391
2202868,"January 2, 2022",Pennsylvania,Philadelphia,12th St and Glenwood St,0,1,https://www.gunviolencearchive.org/incident/2202868
2202879,"January 2, 2022",Maryland,Baltimore,4000 block of Boarman Ave,0,1,https://www.gunviolencearchive.org/incident/2202879
2203036,"January 2, 2022",Oregon,Portland,NE Morgan St and N Vancouver Ave,1,1,https://www.gunviolencearchive.org/incident/2203036
2202864,"January 2, 2022",Ohio,Cleveland,15600 Terrace Rd,0,1,https://www.gunviolencearchive.org/incident/2202864
2203510,"January 2, 2022",Georgia,Atlanta,Langford Pkwy and Sylvan Rd,0,1,https://www.gunviolencearchive.org/incident/2203510
2202853,"January 2, 2022",Virginia,Yorktown,100 block of Rocky Rd,1,0,https://www.gunviolencearchive.org/incident/2202853
2203148,"January 2, 2022",California,Fresno,Maple Ave and American Ave,0,1,https://www.gunviolencearchive.org/incident/2203148
2202901,"January 2, 2022",Georgia,Forsyth,180 N Lee St,1,0,https://www.gunviolencearchive.org/incident/2202901
2202821,"January 2, 2022",Illinois,Chicago,50 block of W 111th St,0,1,https://www.gunviolencearchive.org/incident/2202821
2202819,"January 2, 2022",New York,Bronx,1806 E Gun Hill Rd,0,1,https://www.gunviolencearchive.org/incident/2202819
2202812,"January 2, 2022",Illinois,Chicago,7500 block of S Clyde Ave,0,1,https://www.gunviolencearchive.org/incident/2202812
2208414,"January 2, 2022",California,San Diego,3800 block of National Ave,0,1,https://www.gunviolencearchive.org/incident/2208414
2202792,"January 2, 2022",Michigan,Detroit,Pembroke Ave and Asbury Park,0,1,https://www.gunviolencearchive.org/incident/2202792
2217567,"January 2, 2022",Texas,Humble,N/A,0,1,https://www.gunviolencearchive.org/incident/2217567
2202774,"January 2, 2022",South Carolina,Cheraw,Brahma Ln,0,1,https://www.gunviolencearchive.org/incident/2202774
2203527,"January 2, 2022",South Carolina,Columbia,1400 block of Shop Rd,0,1,https://www.gunviolencearchive.org/incident/2203527
2202939,"January 2, 2022",Wisconsin,Milwaukee,5120 W Capitol Dr,1,0,https://www.gunviolencearchive.org/incident/2202939
2202828,"January 2, 2022",North Carolina,Raleigh,1100 N Raleigh Blvd,0,1,https://www.gunviolencearchive.org/incident/2202828
2202755,"January 2, 2022",Louisiana,New Orleans,6500 block of I-10 Service Rd,0,1,https://www.gunviolencearchive.org/incident/2202755
2202794,"January 2, 2022",Nevada,Las Vegas,200 block of W Chicago Ave,1,1,https://www.gunviolencearchive.org/incident/2202794
2202750,"January 2, 2022",Georgia,Atlanta,3630 Boulder Park Dr,0,1,https://www.gunviolencearchive.org/incident/2202750
2202761,"January 2, 2022",Georgia,Savannah,200 block of W Broughton St,0,2,https://www.gunviolencearchive.org/incident/2202761
2202745,"January 2, 2022",Georgia,Atlanta,370 Northside Dr NW,0,1,https://www.gunviolencearchive.org/incident/2202745
2202742,"January 2, 2022",Alabama,Mobile,Dauphin St and McGregor St,0,1,https://www.gunviolencearchive.org/incident/2202742
2203057,"January 2, 2022",Illinois,Chicago,5500 block of S Aberdeen St,1,0,https://www.gunviolencearchive.org/incident/2203057
2203463,"January 2, 2022",Ohio,Pickerington,200 block of Hill Rd N,1,0,https://www.gunviolencearchive.org/incident/2203463
2203300,"January 2, 2022",Texas,San Antonio,I-35 and Rittiman Rd,0,1,https://www.gunviolencearchive.org/incident/2203300
2202912,"January 2, 2022",Michigan,Detroit,8600 block of Cloverlawn Ave,1,0,https://www.gunviolencearchive.org/incident/2202912
2202508,"January 2, 2022",Illinois,Chicago,2400 block of S Trumbull Ave,1,0,https://www.gunviolencearchive.org/incident/2202508
2202725,"January 2, 2022",Maryland,Baltimore,Guilford Ave and E 22st St,0,1,https://www.gunviolencearchive.org/incident/2202725
2202800,"January 2, 2022",Ohio,Cincinnati,851 Beecher St,1,0,https://www.gunviolencearchive.org/incident/2202800
2202706,"January 2, 2022",Alabama,Huntsville,4500 block of Triana Blvd,0,1,https://www.gunviolencearchive.org/incident/2202706
2203068,"January 2, 2022",Illinois,Bridgeview,9220 S Harlem Ave,0,1,https://www.gunviolencearchive.org/incident/2203068
2209738,"January 2, 2022",Nebraska,Grand Island,500 block of Capital Ave E,0,1,https://www.gunviolencearchive.org/incident/2209738
2203227,"January 2, 2022",Florida,Jacksonville,1801 Kernan Blvd S,1,0,https://www.gunviolencearchive.org/incident/2203227
2202684,"January 2, 2022",District of Columbia,Washington,3rd St NE and Bryant St NE,0,1,https://www.gunviolencearchive.org/incident/2202684
2203211,"January 2, 2022",North Dakota,West Fargo,1072 Parkway Lane,2,0,https://www.gunviolencearchive.org/incident/2203211
2203207,"January 2, 2022",Minnesota,Minneapolis,N Dowling Ave and N 6th St,0,1,https://www.gunviolencearchive.org/incident/2203207
2204063,"January 2, 2022",Texas,Houston,7400 Southwest Fwy,0,1,https://www.gunviolencearchive.org/incident/2204063
2204052,"January 2, 2022",Michigan,Flint,Leland St and S Grand Traverse St,2,0,https://www.gunviolencearchive.org/incident/2204052
2202686,"January 2, 2022",Wisconsin,Milwaukee,2752 N 27th St,0,1,https://www.gunviolencearchive.org/incident/2202686
2202797,"January 2, 2022",Texas,College Station,600 block of Wellborn Rd,0,3,https://www.gunviolencearchive.org/incident/2202797
2202600,"January 2, 2022",Florida,Homestead,600 S Rome Ave,0,1,https://www.gunviolencearchive.org/incident/2202600
2203070,"January 2, 2022",Illinois,Chicago,5200 block of W Van Buren St,1,0,https://www.gunviolencearchive.org/incident/2203070
2203153,"January 2, 2022",Michigan,Grand Rapids (Kentwood),52nd St SE and Division Ave S,0,1,https://www.gunviolencearchive.org/incident/2203153
2204043,"January 2, 2022",New Mexico,Roswell,2700 block of E 17th St,0,1,https://www.gunviolencearchive.org/incident/2204043
2202968,"January 2, 2022",Texas,Fort Worth,300 block of Cromwell St,1,0,https://www.gunviolencearchive.org/incident/2202968
2203146,"January 2, 2022",California,Wildomar,34600 Block of Orange St,1,0,https://www.gunviolencearchive.org/incident/2203146
2203141,"January 2, 2022",California,Oakland,2600 block of Courtland Ave,0,2,https://www.gunviolencearchive.org/incident/2203141
2202976,"January 2, 2022",Texas,Corsicana,1100 block of S 29th St,2,2,https://www.gunviolencearchive.org/incident/2202976
2203223,"January 2, 2022",Connecticut,Norwich,90 North St,1,0,https://www.gunviolencearchive.org/incident/2203223
2203923,"January 2, 2022",Florida,Jacksonville,1010 Dunn Ave,1,0,https://www.gunviolencearchive.org/incident/2203923
2203519,"January 2, 2022",California,Sacramento,5900 block of S Land Park Dr,1,0,https://www.gunviolencearchive.org/incident/2203519
2203229,"January 2, 2022",Florida,Jacksonville,4929 Skyway Dr,1,0,https://www.gunviolencearchive.org/incident/2203229
2202624,"January 2, 2022",Florida,Orlando,1000 Block of Santa Barbara Rd,1,1,https://www.gunviolencearchive.org/incident/2202624
2206125,"January 2, 2022",Arizona,Bullhead City,Arroyo Vista Dr and Joann Ave,1,0,https://www.gunviolencearchive.org/incident/2206125
2203084,"January 2, 2022",Connecticut,Bridgeport,100 block of Marcel St,1,0,https://www.gunviolencearchive.org/incident/2203084
2204654,"January 2, 2022",New Mexico,Albuquerque,11800 Montgomery Blvd NE,1,0,https://www.gunviolencearchive.org/incident/2204654
2202858,"January 2, 2022",Ohio,Columbus,400 block of E Morrill Ave,0,1,https://www.gunviolencearchive.org/incident/2202858
2202759,"January 2, 2022",Louisiana,New Orleans,1300 block of S Carrollton Ave,0,1,https://www.gunviolencearchive.org/incident/2202759
2203810,"January 2, 2022",Louisiana,New Orleans,Washington Ave and Magnolia St,0,1,https://www.gunviolencearchive.org/incident/2203810
2204449,"January 2, 2022",Louisiana,New Orleans,1700 block Elizardi Blvd,0,1,https://www.gunviolencearchive.org/incident/2204449
2202627,"January 2, 2022",California,Los Angeles,Strathern St and Vineland Ave,1,0,https://www.gunviolencearchive.org/incident/2202627
2203088,"January 2, 2022",Connecticut,Hartford,Broad St,0,1,https://www.gunviolencearchive.org/incident/2203088
2203027,"January 2, 2022",Massachusetts,Boston,Lyndhurst St and Washington St,1,2,https://www.gunviolencearchive.org/incident/2203027
2203073,"January 2, 2022",Illinois,Chicago,I-57 and W 119th St,0,3,https://www.gunviolencearchive.org/incident/2203073
2202928,"January 2, 2022",Pennsylvania,Philadelphia,2500 block of N 28th St,1,0,https://www.gunviolencearchive.org/incident/2202928
2203060,"January 2, 2022",Massachusetts,Boston,16 Normandy St,0,1,https://www.gunviolencearchive.org/incident/2203060
2203713,"January 2, 2022",Pennsylvania,Philadelphia,100 block of E Lehigh Ave,0,1,https://www.gunviolencearchive.org/incident/2203713
2202512,"January 2, 2022",Illinois,Chicago,100 block of W 67th St,0,1,https://www.gunviolencearchive.org/incident/2202512
2203363,"January 2, 2022",Florida,Miami,17240 NW 64th Ave,2,0,https://www.gunviolencearchive.org/incident/2203363
2203831,"January 2, 2022",Washington,Lakewood,6100 block of 112th St SW,1,0,https://www.gunviolencearchive.org/incident/2203831
2217301,"January 2, 2022",Washington,Yakima,1701 S 24th Ave,0,0,https://www.gunviolencearchive.org/incident/2217301
2203038,"January 2, 2022",Oregon,Salem,45th Ave NE and Iberis St NE,1,0,https://www.gunviolencearchive.org/incident/2203038
2204512,"January 2, 2022",Pennsylvania,Atglen,400 block of Main St,0,2,https://www.gunviolencearchive.org/incident/2204512
2202922,"January 2, 2022",Ohio,Dayton,4600 block of Sumac Ct,1,0,https://www.gunviolencearchive.org/incident/2202922
2203975,"January 2, 2022",Ohio,Warren,2821 Parkman Rd NW,0,1,https://www.gunviolencearchive.org/incident/2203975
2203387,"January 2, 2022",Ohio,Toledo,2000 block of N Westwood Ave,0,1,https://www.gunviolencearchive.org/incident/2203387
2203013,"January 2, 2022",Alabama,Mobile,University Ave,0,1,https://www.gunviolencearchive.org/incident/2203013
2210300,"January 2, 2022",Ohio,Toledo,400 block of Elmdale St,0,1,https://www.gunviolencearchive.org/incident/2210300
2202824,"January 2, 2022",New York,Rochester,1125 North St,1,0,https://www.gunviolencearchive.org/incident/2202824
2202944,"January 2, 2022",Louisiana,Shreveport,100 block of E Bert Kouns Industrial Loop,1,0,https://www.gunviolencearchive.org/incident/2202944
2202727,"January 2, 2022",Texas,San Antonio,427 Montrose,2,2,https://www.gunviolencearchive.org/incident/2202727
2203745,"January 2, 2022",Oklahoma,Bokoshe,Missouri St,1,0,https://www.gunviolencearchive.org/incident/2203745
2203709,"January 2, 2022",Pennsylvania,Philadelphia,4100 block of Germantown Ave,0,1,https://www.gunviolencearchive.org/incident/2203709
2203678,"January 2, 2022",New York,Poughkeepsie,162 Cannon St,0,1,https://www.gunviolencearchive.org/incident/2203678
2203017,"January 2, 2022",Alabama,Fort Payne,1000 block of Gault Ave N,1,0,https://www.gunviolencearchive.org/incident/2203017
2202876,"January 2, 2022",Pennsylvania,Philadelphia,400 block of Lemonte St,0,1,https://www.gunviolencearchive.org/incident/2202876
2203651,"January 2, 2022",Alabama,Montgomery,4132 Carmichael Rd,0,1,https://www.gunviolencearchive.org/incident/2203651
2203015,"January 2, 2022",Alabama,Mobile,1558 Orange St,0,1,https://www.gunviolencearchive.org/incident/2203015
2203642,"January 2, 2022",Missouri,Saint Louis,8600 block of Oriole Ave,0,1,https://www.gunviolencearchive.org/incident/2203642
2202397,"January 1, 2022",Indiana,Indianapolis,3800 block of N Temple Ave,0,1,https://www.gunviolencearchive.org/incident/2202397
2202390,"January 1, 2022",Michigan,Detroit,Joy Rd and Prest St,0,1,https://www.gunviolencearchive.org/incident/2202390
2205160,"January 1, 2022",North Carolina,Summerfield,Spotswood Rd and Ashview Ct,0,1,https://www.gunviolencearchive.org/incident/2205160
2211626,"January 1, 2022",Kansas,Lawrence,1837 N 1500 Rd,0,1,https://www.gunviolencearchive.org/incident/2211626
2206646,"January 1, 2022",Oklahoma,Oklahoma City,S McKinley Ave and SW 27th St,1,1,https://www.gunviolencearchive.org/incident/2206646
2202384,"January 1, 2022",Illinois,Chicago,3100 block of N Central Ave,0,1,https://www.gunviolencearchive.org/incident/2202384
2202206,"January 1, 2022",Virginia,Portsmouth,4020 Victory Blvd,0,1,https://www.gunviolencearchive.org/incident/2202206
2202519,"January 1, 2022",Indiana,Indianapolis,2200 block of W Walnut St,1,0,https://www.gunviolencearchive.org/incident/2202519
2202025,"January 1, 2022",Missouri,Columbia,122 S 9th St,0,4,https://www.gunviolencearchive.org/incident/2202025
2202210,"January 1, 2022",Virginia,Norfolk,1200 block of Lead St,1,0,https://www.gunviolencearchive.org/incident/2202210
2203581,"January 1, 2022",Virginia,Woodbridge,15201 Potomac Town Pl,0,1,https://www.gunviolencearchive.org/incident/2203581
2204355,"January 1, 2022",Tennessee,Afton,1665 Bill Jones Rd,0,1,https://www.gunviolencearchive.org/incident/2204355
2202148,"January 1, 2022",Tennessee,Memphis,3150 S Perkins Rd,0,2,https://www.gunviolencearchive.org/incident/2202148
2202187,"January 1, 2022",Virginia,Moneta,14807 Moneta Rd,1,0,https://www.gunviolencearchive.org/incident/2202187
2222169,"January 1, 2022",Tennessee,Cordova,Purple Leaf Ln,0,2,https://www.gunviolencearchive.org/incident/2222169
2202156,"January 1, 2022",Tennessee,Cordova,1400 block of Archstone Dr,1,0,https://www.gunviolencearchive.org/incident/2202156
2201651,"January 1, 2022",Pennsylvania,Philadelphia,3900 block of Frankford Ave,0,3,https://www.gunviolencearchive.org/incident/2201651
2204263,"January 1, 2022",Tennessee,Dyersburg,Light St,1,0,https://www.gunviolencearchive.org/incident/2204263
2202296,"January 1, 2022",Illinois,Rockford,3300 block of Sunnyside Ave,0,1,https://www.gunviolencearchive.org/incident/2202296
2202294,"January 1, 2022",New Jersey,Hillside,100 block of Valleyview Rd,0,1,https://www.gunviolencearchive.org/incident/2202294
2208526,"January 1, 2022",Virginia,Virginia Beach,Malibu Palms Dr,0,1,https://www.gunviolencearchive.org/incident/2208526
2201619,"January 1, 2022",Pennsylvania,Pittsburgh,1300 block of Wood St,1,0,https://www.gunviolencearchive.org/incident/2201619
2202765,"January 1, 2022",Alabama,Montgomery,Mobile Rd and Beecher St,1,0,https://www.gunviolencearchive.org/incident/2202765
2202251,"January 1, 2022",Illinois,Rockford,Tacoma Ave,0,1,https://www.gunviolencearchive.org/incident/2202251
2205807,"January 1, 2022",Virginia,Richmond,North Ave,1,0,https://www.gunviolencearchive.org/incident/2205807
2201682,"January 1, 2022",Illinois,Chicago,6000 block of S Bishop St,1,0,https://www.gunviolencearchive.org/incident/2201682
2201819,"January 1, 2022",Illinois,Chicago,1000 block of N Hamlin Ave,1,0,https://www.gunviolencearchive.org/incident/2201819
2202286,"January 1, 2022",Illinois,Rockford,800 block of Royal Ave,0,1,https://www.gunviolencearchive.org/incident/2202286
2204232,"January 1, 2022",Mississippi,Jackson,Old Canton Rd and Parkway Dr,0,1,https://www.gunviolencearchive.org/incident/2204232
2202855,"January 1, 2022",Virginia,Petersburg,1200 block of Commerce St,0,2,https://www.gunviolencearchive.org/incident/2202855
2205797,"January 1, 2022",Virginia,Richmond,Cedar St,0,1,https://www.gunviolencearchive.org/incident/2205797
2202450,"January 1, 2022",Louisiana,New Orleans,Decatur St and Spain St,0,1,https://www.gunviolencearchive.org/incident/2202450
2202021,"January 1, 2022",Oregon,Portland,4439 NE 131st Pl,2,1,https://www.gunviolencearchive.org/incident/2202021
2202836,"January 1, 2022",North Carolina,Durham,4515 NC-55,0,1,https://www.gunviolencearchive.org/incident/2202836
2202087,"January 1, 2022",Pennsylvania,Pittsburgh,1700 block of E Carson St,0,3,https://www.gunviolencearchive.org/incident/2202087
2202826,"January 1, 2022",Louisiana,New Orleans (Algiers),1400 block of Sumner St,0,1,https://www.gunviolencearchive.org/incident/2202826
2202888,"January 1, 2022",Missouri,Saint Joseph,1101 Randolph St,1,0,https://www.gunviolencearchive.org/incident/2202888
2201834,"January 1, 2022",Maryland,Baltimore,3600 block of Gelston Dr,2,1,https://www.gunviolencearchive.org/incident/2201834
2202592,"January 1, 2022",California,Mc Farland (Mcfarland),E Sherwood Ave and San Lucas St,0,1,https://www.gunviolencearchive.org/incident/2202592
2202669,"January 1, 2022",Florida,Tallahassee,800 Block of Okaloosa St,1,0,https://www.gunviolencearchive.org/incident/2202669
2203425,"January 1, 2022",Tennessee,Chattanooga,1400 block of Ivy St,0,1,https://www.gunviolencearchive.org/incident/2203425
2201638,"January 1, 2022",Connecticut,Bridgeport,40 Logan St,0,1,https://www.gunviolencearchive.org/incident/2201638
2202661,"January 1, 2022",Florida,Haines City,N 12th St and Ave I,1,0,https://www.gunviolencearchive.org/incident/2202661
2202808,"January 1, 2022",North Carolina,Greensboro,N/A,0,1,https://www.gunviolencearchive.org/incident/2202808
2202195,"January 1, 2022",District of Columbia,Washington,Georgia Ave NW and Kennedy St NW,0,2,https://www.gunviolencearchive.org/incident/2202195
2202676,"January 1, 2022",Nevada,Las Vegas,3200 block of E Flamingo Rd,1,0,https://www.gunviolencearchive.org/incident/2202676
2202790,"January 1, 2022",California,Salida,4200 block of San Martin Ct,1,0,https://www.gunviolencearchive.org/incident/2202790
2201635,"January 1, 2022",Pennsylvania,Philadelphia,W Cambria St and N 8th St,0,2,https://www.gunviolencearchive.org/incident/2201635
2203482,"January 1, 2022",Maryland,Elkton,262 Belle Hill Rd,1,0,https://www.gunviolencearchive.org/incident/2203482
2202231,"January 1, 2022",Kentucky,Louisville,Smyrna Pkwy and Outer Loop,1,0,https://www.gunviolencearchive.org/incident/2202231
2202172,"January 1, 2022",Pennsylvania,Philadelphia,Torresdale Ave and Howell St,0,1,https://www.gunviolencearchive.org/incident/2202172
2202170,"January 1, 2022",California,Santa Clarita,28200 block of Florabunda Rd,0,1,https://www.gunviolencearchive.org/incident/2202170
2201704,"January 1, 2022",Ohio,Canton,2300 block of 10th St,1,0,https://www.gunviolencearchive.org/incident/2201704
2201789,"January 1, 2022",Maryland,Clinton,6000 block of Plata St,1,0,https://www.gunviolencearchive.org/incident/2201789
2202769,"January 1, 2022",Georgia,Atlanta,2909 Campbellton Rd,0,1,https://www.gunviolencearchive.org/incident/2202769
2201844,"January 1, 2022",North Carolina,Durham,1800 block of Cheek Rd,0,1,https://www.gunviolencearchive.org/incident/2201844
2202135,"January 1, 2022",Illinois,Westmont,430 E Ogden Ave,0,2,https://www.gunviolencearchive.org/incident/2202135
2201629,"January 1, 2022",Pennsylvania,Philadelphia,1600 block of Cecil B Moore Ave,1,4,https://www.gunviolencearchive.org/incident/2201629
2202080,"January 1, 2022",Wisconsin,Milwaukee,100 block of W Wisconsin Ave,0,1,https://www.gunviolencearchive.org/incident/2202080
2202085,"January 1, 2022",Wisconsin,Milwaukee,5900 block of N 62nd St,0,1,https://www.gunviolencearchive.org/incident/2202085
2202096,"January 1, 2022",Wisconsin,Milwaukee,2800 block of N 20th St,1,0,https://www.gunviolencearchive.org/incident/2202096
2202105,"January 1, 2022",Wisconsin,Milwaukee,4900 block of W Villard Ave,0,1,https://www.gunviolencearchive.org/incident/2202105
2202757,"January 1, 2022",Georgia,Savannah,2000 block of Texas Ave,0,1,https://www.gunviolencearchive.org/incident/2202757
2202752,"January 1, 2022",Alabama,Mobile,600 S Washington Ave,1,0,https://www.gunviolencearchive.org/incident/2202752
2204852,"January 1, 2022",Alabama,Shorter,540 Main St,1,0,https://www.gunviolencearchive.org/incident/2204852
2202064,"January 1, 2022",Washington,Seattle,N/A,0,1,https://www.gunviolencearchive.org/incident/2202064
2201995,"January 1, 2022",Louisiana,Shreveport,3400 block of Gorton Rd,0,1,https://www.gunviolencearchive.org/incident/2201995
2202050,"January 1, 2022",Louisiana,Shreveport,4200 block of Greenwood Lane,0,1,https://www.gunviolencearchive.org/incident/2202050
2223769,"January 1, 2022",Texas,San Antonio (Live Oak),7249 Rimwood St,1,0,https://www.gunviolencearchive.org/incident/2223769
2202045,"January 1, 2022",Texas,San Antonio,5138 UTSA Blvd,0,1,https://www.gunviolencearchive.org/incident/2202045
2202472,"January 1, 2022",Alabama,Birmingham,300 block of 24th St S,1,0,https://www.gunviolencearchive.org/incident/2202472
2204129,"January 1, 2022",Texas,Laredo,4500 block of Emma Ln,0,1,https://www.gunviolencearchive.org/incident/2204129
2203291,"January 1, 2022",Texas,Poteet,500 block of Amphion Rd,1,0,https://www.gunviolencearchive.org/incident/2203291
2202031,"January 1, 2022",Illinois,Peoria,3400 block of W Oakcrest Ave,0,1,https://www.gunviolencearchive.org/incident/2202031
2204807,"January 1, 2022",Hawaii,Waianae,Jade St,0,2,https://www.gunviolencearchive.org/incident/2204807
2211345,"January 1, 2022",New York,New York (Manhattan),W 38th St and 10th Ave,0,1,https://www.gunviolencearchive.org/incident/2211345
2202803,"January 1, 2022",North Carolina,Grimesland,3340 Alvin Rd,1,0,https://www.gunviolencearchive.org/incident/2202803
2201874,"January 1, 2022",Indiana,Fort Wayne,10000 block of Hickory Tree Rd,1,0,https://www.gunviolencearchive.org/incident/2201874
2210307,"January 1, 2022",Ohio,Toledo,1700 block Clinton St,0,1,https://www.gunviolencearchive.org/incident/2210307
2216846,"January 1, 2022",Ohio,Cleveland,N/A,0,1,https://www.gunviolencearchive.org/incident/2216846
2204803,"January 1, 2022",Texas,Mcallen,N/A,1,0,https://www.gunviolencearchive.org/incident/2204803
2202715,"January 1, 2022",Maryland,Baltimore,2000 block of N Broadway,0,1,https://www.gunviolencearchive.org/incident/2202715
2216844,"January 1, 2022",Ohio,Cleveland,8000 block of Jones Rd,0,1,https://www.gunviolencearchive.org/incident/2216844
2216839,"January 1, 2022",Ohio,Cleveland,Woodland Ave and E 112th St,0,2,https://www.gunviolencearchive.org/incident/2216839
2216835,"January 1, 2022",Ohio,Cleveland,E 78th St and Cedar Ave,0,1,https://www.gunviolencearchive.org/incident/2216835
2216833,"January 1, 2022",Ohio,Cleveland,10100 block of Hilgert Dr,0,1,https://www.gunviolencearchive.org/incident/2216833
2204101,"January 1, 2022",South Carolina,Cayce,Circle Dr,2,0,https://www.gunviolencearchive.org/incident/2204101
2204097,"January 1, 2022",South Carolina,Lamar,Bo Smith Rd,0,1,https://www.gunviolencearchive.org/incident/2204097
2204089,"January 1, 2022",Texas,Houston,8600 Westpark Tollway,0,3,https://www.gunviolencearchive.org/incident/2204089
2201641,"January 1, 2022",Wisconsin,Kenosha,1708 52nd St,1,3,https://www.gunviolencearchive.org/incident/2201641
2202682,"January 1, 2022",District of Columbia,Washington,New York Ave NE and Florida Ave NE,0,1,https://www.gunviolencearchive.org/incident/2202682
2202001,"January 1, 2022",Illinois,Peoria,2000 block of SW Adams St,2,2,https://www.gunviolencearchive.org/incident/2202001
2202504,"January 1, 2022",Nevada,Reno,1280 Gentry Way,1,0,https://www.gunviolencearchive.org/incident/2202504
2203216,"January 1, 2022",New Hampshire,Sullivan,Valley Rd,0,1,https://www.gunviolencearchive.org/incident/2203216
2201876,"January 1, 2022",South Carolina,Dillon,3261 Hwy 9,0,5,https://www.gunviolencearchive.org/incident/2201876
2201979,"January 1, 2022",South Carolina,Dillon,102 SC-301,0,1,https://www.gunviolencearchive.org/incident/2201979
2268070,"January 1, 2022",Washington,Seattle,1400 block of 3rd Ave,0,1,https://www.gunviolencearchive.org/incident/2268070
2203202,"January 1, 2022",Florida,Ocala,4001 W Silver Springs Blvd,1,0,https://www.gunviolencearchive.org/incident/2203202
2202414,"January 1, 2022",Wisconsin,Milwaukee,N 26th St and W Roosevelt Dr,0,1,https://www.gunviolencearchive.org/incident/2202414
2204069,"January 1, 2022",Texas,Houston,17435 Imperial Valley Dr,0,1,https://www.gunviolencearchive.org/incident/2204069
2202672,"January 1, 2022",Wisconsin,Milwaukee,N 46th St and W Locust St,0,1,https://www.gunviolencearchive.org/incident/2202672
2202073,"January 1, 2022",Washington,Seattle,172 S Washington St,0,1,https://www.gunviolencearchive.org/incident/2202073
2201953,"January 1, 2022",North Carolina,Greensboro,Huntley Ct,0,1,https://www.gunviolencearchive.org/incident/2201953
2201942,"January 1, 2022",Ohio,Cincinnati,1500 block of Summit Rd,1,0,https://www.gunviolencearchive.org/incident/2201942
2202107,"January 1, 2022",Wisconsin,Milwaukee,6000 block of N Sherman Blvd,0,1,https://www.gunviolencearchive.org/incident/2202107
2203162,"January 1, 2022",Texas,Beaumont,2300 block of Taylor St,1,0,https://www.gunviolencearchive.org/incident/2203162
2201925,"January 1, 2022",Ohio,Columbus,3000 block of Sterling Ln,0,1,https://www.gunviolencearchive.org/incident/2201925
2201919,"January 1, 2022",Kentucky,Louisville,4300 block of Lynnview Dr,0,1,https://www.gunviolencearchive.org/incident/2201919
2202614,"January 1, 2022",Florida,Orlando,Cinderlane Pkwy and Rosewood Way,0,3,https://www.gunviolencearchive.org/incident/2202614
2201911,"January 1, 2022",North Carolina,Charlotte,N Tryon St,0,1,https://www.gunviolencearchive.org/incident/2201911
2204027,"January 1, 2022",South Carolina,Aiken,700 block of Chime Bell Church Rd,0,1,https://www.gunviolencearchive.org/incident/2204027
2204022,"January 1, 2022",Texas,Arlington,2000 block of Springcrest Dr,0,1,https://www.gunviolencearchive.org/incident/2204022
2202597,"January 1, 2022",California,Oakland,1400 block of 34th St,1,0,https://www.gunviolencearchive.org/incident/2202597
2202646,"January 1, 2022",California,Sacramento,7300 block of Berna Way,1,0,https://www.gunviolencearchive.org/incident/2202646
2202582,"January 1, 2022",Florida,Jacksonville,2100 block of W 40th St,0,1,https://www.gunviolencearchive.org/incident/2202582
2204656,"January 1, 2022",Florida,Gainesville,SW 68th Terrace,1,0,https://www.gunviolencearchive.org/incident/2204656
2201863,"January 1, 2022",Indiana,Muncie,1600 block of W University Ave,0,1,https://www.gunviolencearchive.org/incident/2201863
2201848,"January 1, 2022",Indiana,South Bend,1500 block of S Miami St,0,4,https://www.gunviolencearchive.org/incident/2201848
2201846,"January 1, 2022",North Carolina,Durham,2900 block of Carolyn Dr,0,1,https://www.gunviolencearchive.org/incident/2201846
2201831,"January 1, 2022",Georgia,Atlanta,600 Martin St,0,1,https://www.gunviolencearchive.org/incident/2201831
