id,date,state,city,address,n_killed,n_injured,incident_url
2248797,"March 6, 2022",South Carolina,Rock Hill,200 block of Marshall St,0,1,https://www.gunviolencearchive.org/incident/2248797
2249754,"March 6, 2022",North Carolina,Rocky Mount,411 Wesleyan Blvd,0,1,https://www.gunviolencearchive.org/incident/2249754
2248677,"March 6, 2022",Virginia,Richmond,Littlepage St and Mosby St,2,0,https://www.gunviolencearchive.org/incident/2248677
2247617,"March 6, 2022",Minnesota,Minneapolis,2720 Blaisdell Ave,1,3,https://www.gunviolencearchive.org/incident/2247617
2251783,"March 6, 2022",Georgia,Marietta,548 South Marietta Pkwy SE,0,0,https://www.gunviolencearchive.org/incident/2251783
2249445,"March 6, 2022",California,Corcoran,Evergreen Dr,1,0,https://www.gunviolencearchive.org/incident/2249445
2247876,"March 6, 2022",Wisconsin,Milwaukee,5600 block of W Burleigh St,0,1,https://www.gunviolencearchive.org/incident/2247876
2247874,"March 6, 2022",Wisconsin,Milwaukee,2400 block of W Burleigh St,0,1,https://www.gunviolencearchive.org/incident/2247874
2248726,"March 6, 2022",South Carolina,Columbia,3400 block of Belvedere Dr,0,1,https://www.gunviolencearchive.org/incident/2248726
2248724,"March 6, 2022",Missouri,Saint Louis,5300 block of N Euclid Ave,0,1,https://www.gunviolencearchive.org/incident/2248724
2247811,"March 6, 2022",Missouri,Kansas City,2900 block of Montgall Ave,1,1,https://www.gunviolencearchive.org/incident/2247811
2248464,"March 6, 2022",Wisconsin,Milwaukee (Brown Deer),6300 W Brown Deer Rd,0,1,https://www.gunviolencearchive.org/incident/2248464
2248694,"March 6, 2022",Georgia,Columbus,400 4th St,0,1,https://www.gunviolencearchive.org/incident/2248694
2248686,"March 6, 2022",Georgia,Savannah,3 Gateway Blvd S,1,1,https://www.gunviolencearchive.org/incident/2248686
2249653,"March 6, 2022",South Carolina,Dillon,100 block of W Dargan St,1,0,https://www.gunviolencearchive.org/incident/2249653
2247884,"March 6, 2022",Virginia,Lynchburg,1100 block of 15th St,1,0,https://www.gunviolencearchive.org/incident/2247884
2247863,"March 6, 2022",Florida,Miami,6900 block of NW 7th Ave,0,2,https://www.gunviolencearchive.org/incident/2247863
2248671,"March 6, 2022",Arkansas,Star City,N/A,1,0,https://www.gunviolencearchive.org/incident/2248671
2248066,"March 6, 2022",Pennsylvania,Hazleton,182 S Wyoming St,1,4,https://www.gunviolencearchive.org/incident/2248066
2247842,"March 6, 2022",Kentucky,Louisville,601 E Jefferson St,0,4,https://www.gunviolencearchive.org/incident/2247842
2247828,"March 6, 2022",Texas,Lubbock,1800 block of Parkway Dr,0,4,https://www.gunviolencearchive.org/incident/2247828
2247825,"March 6, 2022",New York,Rochester,Portland Ave and Norton St,0,1,https://www.gunviolencearchive.org/incident/2247825
2247823,"March 6, 2022",New York,Bronx,3431 Baychester Ave,0,1,https://www.gunviolencearchive.org/incident/2247823
2248516,"March 6, 2022",Wisconsin,Milwaukee (Brown Deer),6300 W Brown Deer Rd,0,1,https://www.gunviolencearchive.org/incident/2248516
2248776,"March 6, 2022",North Carolina,Waxhaw,3205 Collins Rd,2,0,https://www.gunviolencearchive.org/incident/2248776
2247820,"March 6, 2022",California,San Diego,6600 block of Doriana St,0,1,https://www.gunviolencearchive.org/incident/2247820
2247814,"March 6, 2022",California,San Jose,Felipe Ave and Olinder Ct,0,1,https://www.gunviolencearchive.org/incident/2247814
2248623,"March 6, 2022",Louisiana,Abbeville,1504 Coulee Kinney Rd,0,1,https://www.gunviolencearchive.org/incident/2248623
2247794,"March 6, 2022",District of Columbia,Washington,Bass Pl SE and 51st St SE,0,1,https://www.gunviolencearchive.org/incident/2247794
2248613,"March 6, 2022",Louisiana,Monroe,1051 Martin Luther King Junior Drive,0,4,https://www.gunviolencearchive.org/incident/2248613
2248609,"March 6, 2022",Pennsylvania,York,100 block of Willis Ln,0,1,https://www.gunviolencearchive.org/incident/2248609
2252197,"March 6, 2022",North Carolina,Graham,Townbranch Rd,0,1,https://www.gunviolencearchive.org/incident/2252197
2247779,"March 6, 2022",Oklahoma,Tulsa,S Garnett Rd and E 21st St,0,1,https://www.gunviolencearchive.org/incident/2247779
2278777,"March 6, 2022",Washington,Spokane,4204 N Jefferson St,1,0,https://www.gunviolencearchive.org/incident/2278777
2249696,"March 6, 2022",South Carolina,Orangeburg,2030 Russell St,1,0,https://www.gunviolencearchive.org/incident/2249696
2249999,"March 6, 2022",Mississippi,Meridian,2100 block of 43rd Ave,1,0,https://www.gunviolencearchive.org/incident/2249999
2248529,"March 6, 2022",Wisconsin,Madison,6400 block of Odana Rd,0,2,https://www.gunviolencearchive.org/incident/2248529
2248423,"March 6, 2022",Pennsylvania,Chester,Lloyd Stand West 9th St,1,0,https://www.gunviolencearchive.org/incident/2248423
2249246,"March 6, 2022",Ohio,Columbus,4200 block of Dunbrooke Ct,1,0,https://www.gunviolencearchive.org/incident/2249246
2248448,"March 6, 2022",Georgia,Waynesboro,600 Block of Pauline Jenkins St,0,1,https://www.gunviolencearchive.org/incident/2248448
2250343,"March 6, 2022",Pennsylvania,Philadelphia,2100 block of Afton St,1,0,https://www.gunviolencearchive.org/incident/2250343
2247743,"March 6, 2022",Colorado,Aurora,12000 block of E Iliff Ave,0,1,https://www.gunviolencearchive.org/incident/2247743
2247729,"March 6, 2022",Michigan,Grand Rapids,2100 block of 28th St SE,0,1,https://www.gunviolencearchive.org/incident/2247729
2250455,"March 6, 2022",Indiana,Otisco,Leon Prall Rd,0,1,https://www.gunviolencearchive.org/incident/2250455
2247700,"March 6, 2022",Virginia,Richmond,3600 Deepwater Terminal Rd,0,2,https://www.gunviolencearchive.org/incident/2247700
2248147,"March 6, 2022",Massachusetts,Boston,28 Elmhurst St,0,1,https://www.gunviolencearchive.org/incident/2248147
2247494,"March 6, 2022",Florida,Melbourne,918 E New Haven Ave,1,1,https://www.gunviolencearchive.org/incident/2247494
2247697,"March 6, 2022",North Carolina,Winston Salem (Winston-salem),100 block of Flintwood Ct,0,1,https://www.gunviolencearchive.org/incident/2247697
2248488,"March 6, 2022",Maryland,Elkton,10 block of Thatch Ct,1,0,https://www.gunviolencearchive.org/incident/2248488
2247689,"March 6, 2022",California,Fresno,Weldon Ave and Wilson Ave,0,1,https://www.gunviolencearchive.org/incident/2247689
2247802,"March 6, 2022",District of Columbia,Washington,500 Block of Edgewood St NE,0,1,https://www.gunviolencearchive.org/incident/2247802
2248395,"March 6, 2022",Georgia,Atlanta (East Point),1337 Cleveland Ave,1,0,https://www.gunviolencearchive.org/incident/2248395
2248318,"March 6, 2022",Pennsylvania,Philadelphia,400 block of N 58th St,1,0,https://www.gunviolencearchive.org/incident/2248318
2247796,"March 6, 2022",Maryland,Waldorf (Saint Charles),3010 Gallery Pl,0,1,https://www.gunviolencearchive.org/incident/2247796
2247947,"March 6, 2022",Pennsylvania,Harrisburg,1031 Eisenhower Blvd,0,1,https://www.gunviolencearchive.org/incident/2247947
2247655,"March 6, 2022",Michigan,Detroit,Bloom St and Amrad St,0,1,https://www.gunviolencearchive.org/incident/2247655
2248090,"March 6, 2022",Pennsylvania,Oakmont,314 Allegheny River Blvd,0,1,https://www.gunviolencearchive.org/incident/2248090
2247540,"March 6, 2022",Ohio,Cincinnati,4260 Georgia Ave,1,0,https://www.gunviolencearchive.org/incident/2247540
2248046,"March 6, 2022",Pennsylvania,Philadelphia,4900 block of N Broad St,0,1,https://www.gunviolencearchive.org/incident/2248046
2248360,"March 6, 2022",Oklahoma,Oklahoma City,5300 block of Willow Cliff Dr,1,0,https://www.gunviolencearchive.org/incident/2248360
2249443,"March 6, 2022",Maryland,Baltimore,1900 block of E 29th St,0,1,https://www.gunviolencearchive.org/incident/2249443
2248378,"March 6, 2022",Oklahoma,Claremore,S 4230 Rd and E 440 Rd,1,0,https://www.gunviolencearchive.org/incident/2248378
2248022,"March 6, 2022",Ohio,Toledo,3800 block of Lockwood Ave,0,2,https://www.gunviolencearchive.org/incident/2248022
2247639,"March 6, 2022",Illinois,Chicago,1200 block of Fleetwood Dr,0,1,https://www.gunviolencearchive.org/incident/2247639
2248357,"March 6, 2022",Georgia,Albany,1300 block of E Residence Ave,0,1,https://www.gunviolencearchive.org/incident/2248357
2247783,"March 6, 2022",Oklahoma,Oklahoma City,6000 block of W Wilshire Blvd,1,1,https://www.gunviolencearchive.org/incident/2247783
2248887,"March 6, 2022",North Carolina,Leland (Northwest),4754 Blue Banks Loop Rd NE,2,0,https://www.gunviolencearchive.org/incident/2248887
2248346,"March 6, 2022",Ohio,Akron,805 Upson St,0,1,https://www.gunviolencearchive.org/incident/2248346
2247969,"March 6, 2022",Ohio,Perrysville,2100 block of OH-511,0,1,https://www.gunviolencearchive.org/incident/2247969
2248330,"March 6, 2022",Pennsylvania,Philadelphia,900 block of W Susquehanna Ave,0,1,https://www.gunviolencearchive.org/incident/2248330
2248320,"March 6, 2022",California,Riverside,2442 Iowa Ave,1,0,https://www.gunviolencearchive.org/incident/2248320
2247497,"March 6, 2022",New York,Brooklyn,2172 Flatbush Ave,0,2,https://www.gunviolencearchive.org/incident/2247497
2248909,"March 6, 2022",Illinois,Aurora,1000 block of Symphony Dr,0,1,https://www.gunviolencearchive.org/incident/2248909
2248314,"March 6, 2022",Pennsylvania,Philadelphia,1800 block of S 18th St,0,1,https://www.gunviolencearchive.org/incident/2248314
2267186,"March 6, 2022",Texas,Belton,301 W Loop 121,0,0,https://www.gunviolencearchive.org/incident/2267186
2247599,"March 6, 2022",Illinois,Chicago,5600 block of Maryland Ave,0,1,https://www.gunviolencearchive.org/incident/2247599
2247594,"March 6, 2022",Georgia,Atlanta,8th St and Spring St NW,0,1,https://www.gunviolencearchive.org/incident/2247594
2247973,"March 6, 2022",Pennsylvania,Philadelphia,5900 block of N Norwood St,1,0,https://www.gunviolencearchive.org/incident/2247973
2248010,"March 6, 2022",Louisiana,New Orleans,4000 block of Tulane Ave,0,1,https://www.gunviolencearchive.org/incident/2248010
2248020,"March 6, 2022",Louisiana,New Orleans,Chef Menteur Hwy and Reynes St,0,1,https://www.gunviolencearchive.org/incident/2248020
2247581,"March 6, 2022",Illinois,Chicago,5700 block of S Wolcott Ave,0,1,https://www.gunviolencearchive.org/incident/2247581
2247576,"March 6, 2022",Illinois,Chicago,3000 block of S Komensky Ave,0,1,https://www.gunviolencearchive.org/incident/2247576
2254924,"March 6, 2022",Utah,Roy,2325 W,0,1,https://www.gunviolencearchive.org/incident/2254924
2360239,"March 6, 2022",Arizona,Tucson,I-17 and Cactus Rd,0,1,https://www.gunviolencearchive.org/incident/2360239
2247564,"March 6, 2022",Georgia,Atlanta,1271 Marietta Blvd NW,0,1,https://www.gunviolencearchive.org/incident/2247564
2249639,"March 6, 2022",Arizona,Kingman,19000 bock of Rawhide Dr,0,1,https://www.gunviolencearchive.org/incident/2249639
2248271,"March 6, 2022",Illinois,Chicago,11600 block of S Prairie Ave,0,1,https://www.gunviolencearchive.org/incident/2248271
2248085,"March 6, 2022",Pennsylvania,Wilkes Barre,1073 PA-315,0,1,https://www.gunviolencearchive.org/incident/2248085
2248264,"March 6, 2022",Florida,Jacksonville,300 block of Linwood Ave,0,1,https://www.gunviolencearchive.org/incident/2248264
2248255,"March 6, 2022",Illinois,Chicago,100 block of E 56th St,0,1,https://www.gunviolencearchive.org/incident/2248255
2354864,"March 6, 2022",North Carolina,Rocky Mount,700 block of Westwood Dr,1,0,https://www.gunviolencearchive.org/incident/2354864
2248058,"March 6, 2022",Pennsylvania,Philadelphia,1600 block of Jackson St,0,1,https://www.gunviolencearchive.org/incident/2248058
2248062,"March 6, 2022",Pennsylvania,Philadelphia,3900 block of N Front St,0,1,https://www.gunviolencearchive.org/incident/2248062
2248060,"March 6, 2022",Pennsylvania,Philadelphia,400 block of N 58th St,1,0,https://www.gunviolencearchive.org/incident/2248060
2251953,"March 6, 2022",California,Tulare,22495 Road 130,1,0,https://www.gunviolencearchive.org/incident/2251953
2247546,"March 6, 2022",Florida,Daytona Beach,Main St and S Fern Ln,0,1,https://www.gunviolencearchive.org/incident/2247546
2248243,"March 6, 2022",Pennsylvania,Scranton,982 Providence Rd,0,1,https://www.gunviolencearchive.org/incident/2248243
2249239,"March 6, 2022",Ohio,Columbus,N/A,0,1,https://www.gunviolencearchive.org/incident/2249239
2248233,"March 6, 2022",Florida,Titusville,Tropic St and Dummit Ave,1,0,https://www.gunviolencearchive.org/incident/2248233
2248064,"March 6, 2022",Michigan,Detroit,Chapel St and Trojan Ave,0,1,https://www.gunviolencearchive.org/incident/2248064
2248222,"March 6, 2022",Illinois,Chicago,3600 block of W 47th St,0,1,https://www.gunviolencearchive.org/incident/2248222
2247975,"March 6, 2022",Ohio,Columbus,2400 block of Cleveland Ave,0,2,https://www.gunviolencearchive.org/incident/2247975
2247532,"March 6, 2022",Illinois,Chicago,6900 block of S Oglesby Ave,0,2,https://www.gunviolencearchive.org/incident/2247532
2247529,"March 6, 2022",New Jersey,Newark,1100 block of Broad St,0,1,https://www.gunviolencearchive.org/incident/2247529
2249096,"March 6, 2022",Texas,Lufkin,3000 block of FM 2021,0,1,https://www.gunviolencearchive.org/incident/2249096
2248206,"March 6, 2022",Wisconsin,Milwaukee,5200 block of N 64th St,0,1,https://www.gunviolencearchive.org/incident/2248206
2247512,"March 6, 2022",Illinois,Wood Dale,155 W Irving Park Rd,0,3,https://www.gunviolencearchive.org/incident/2247512
2247510,"March 6, 2022",Florida,Miami,NW 14th Ave and NW 77th Terrace,0,1,https://www.gunviolencearchive.org/incident/2247510
2295382,"March 6, 2022",Illinois,Kankakee,500 block of S Chicago Ave,0,1,https://www.gunviolencearchive.org/incident/2295382
2248156,"March 6, 2022",Texas,Austin,7114 N Hwy 35,1,0,https://www.gunviolencearchive.org/incident/2248156
2248192,"March 6, 2022",Illinois,Chicago,2300 block of S Millard Ave,0,1,https://www.gunviolencearchive.org/incident/2248192
2255564,"March 6, 2022",Texas,El Paso,11270 McCombs St,0,1,https://www.gunviolencearchive.org/incident/2255564
2248190,"March 6, 2022",New York,Brooklyn,Stillwell Ave and Harway Ave,0,1,https://www.gunviolencearchive.org/incident/2248190
2248170,"March 6, 2022",Illinois,Chicago,4700 block of S Wood St,0,1,https://www.gunviolencearchive.org/incident/2248170
2248167,"March 6, 2022",California,Carmichael,Compton Parc Ln,0,2,https://www.gunviolencearchive.org/incident/2248167
2247937,"March 6, 2022",Washington,Graham,9807 224th St E,1,0,https://www.gunviolencearchive.org/incident/2247937
2247920,"March 6, 2022",Washington,Everett,617 128th St SW,1,0,https://www.gunviolencearchive.org/incident/2247920
2249134,"March 6, 2022",South Dakota,Sioux Falls,N/A,0,1,https://www.gunviolencearchive.org/incident/2249134
2249115,"March 6, 2022",Oregon,Grants Pass,I-5,0,1,https://www.gunviolencearchive.org/incident/2249115
2248159,"March 6, 2022",New Hampshire,Danville,Spruce Rd,0,1,https://www.gunviolencearchive.org/incident/2248159
2252001,"March 6, 2022",Louisiana,Lake Charles,2100 block of Fitzenreiter Rd,0,2,https://www.gunviolencearchive.org/incident/2252001
2248153,"March 6, 2022",Texas,Austin,7100 N Hwy 35,0,1,https://www.gunviolencearchive.org/incident/2248153
2249123,"March 6, 2022",Oregon,Portland,NE 33rd Ave and Columbia Blvd,0,1,https://www.gunviolencearchive.org/incident/2249123
2250053,"March 6, 2022",Washington,Seattle,3820 Rainier Ave S,0,1,https://www.gunviolencearchive.org/incident/2250053
2248124,"March 6, 2022",Texas,San Antonio,8237 S Flores St,0,1,https://www.gunviolencearchive.org/incident/2248124
2248111,"March 6, 2022",Connecticut,Bridgeport,1450 Barnum Ave,0,1,https://www.gunviolencearchive.org/incident/2248111
2249082,"March 6, 2022",Texas,El Paso,200 block of Ward Pl,0,1,https://www.gunviolencearchive.org/incident/2249082
2249053,"March 6, 2022",Mississippi,Bolton,Tucker Rd,0,1,https://www.gunviolencearchive.org/incident/2249053
2249046,"March 6, 2022",Louisiana,Lafayette,100 block of Ambroise St,0,1,https://www.gunviolencearchive.org/incident/2249046
2248108,"March 6, 2022",Texas,Cuero,600 block of W Morgan Ave,1,0,https://www.gunviolencearchive.org/incident/2248108
2249038,"March 6, 2022",Alabama,Mobile,3700 Michael Blvd,0,1,https://www.gunviolencearchive.org/incident/2249038
2248789,"March 6, 2022",Virginia,Hampton,Buckroe Ave and N 1st St,0,1,https://www.gunviolencearchive.org/incident/2248789
2249021,"March 6, 2022",Texas,Houston,Eagle Pass St,0,2,https://www.gunviolencearchive.org/incident/2249021
2247857,"March 6, 2022",New York,Troy,Congress St and 3rd St,0,1,https://www.gunviolencearchive.org/incident/2247857
2248099,"March 6, 2022",Alabama,Birmingham,13th St and Ave V,1,1,https://www.gunviolencearchive.org/incident/2248099
2250001,"March 6, 2022",Mississippi,Meridian,2100 block of Highland Ave,0,1,https://www.gunviolencearchive.org/incident/2250001
2249966,"March 6, 2022",Mississippi,Hazlehurst,Gallitin St,1,0,https://www.gunviolencearchive.org/incident/2249966
2249812,"March 6, 2022",Virginia,Elkwood,21000 block of James Madison Hwy,0,1,https://www.gunviolencearchive.org/incident/2249812
2248048,"March 6, 2022",Texas,Houston,11900 block of Greenrock Ln,0,1,https://www.gunviolencearchive.org/incident/2248048
2247868,"March 6, 2022",New York,Oceanside,230 Merrick Rd,0,1,https://www.gunviolencearchive.org/incident/2247868
2248034,"March 6, 2022",Louisiana,New Orleans,Canal St and Magazine St,0,1,https://www.gunviolencearchive.org/incident/2248034
2248845,"March 6, 2022",New York,Niagara Falls,1615 Pine Ave,0,1,https://www.gunviolencearchive.org/incident/2248845
2248014,"March 6, 2022",Louisiana,New Orleans,I-610 and Elysian Fields Ave,0,1,https://www.gunviolencearchive.org/incident/2248014
2251161,"March 9, 2022",Georgia,Kennesaw,N/A,1,0,https://www.gunviolencearchive.org/incident/2251161
2250506,"March 9, 2022",Virginia,Hampton,2900 block of Threechopt Rd,1,0,https://www.gunviolencearchive.org/incident/2250506
2253743,"March 9, 2022",Arkansas,Concord,Fork Ln,0,1,https://www.gunviolencearchive.org/incident/2253743
2251278,"March 9, 2022",Louisiana,New Orleans,2100 block of Perdido St,0,1,https://www.gunviolencearchive.org/incident/2251278
2251872,"March 9, 2022",Washington,Spokane,500 W Longfellow Ave,0,0,https://www.gunviolencearchive.org/incident/2251872
2250514,"March 9, 2022",Texas,San Antonio,5995 Callaghan Rd,0,1,https://www.gunviolencearchive.org/incident/2250514
2250516,"March 9, 2022",Indiana,Marion,600 block of E Grant St,0,1,https://www.gunviolencearchive.org/incident/2250516
2251791,"March 9, 2022",Georgia,Blue Ridge,Loud Ln,1,1,https://www.gunviolencearchive.org/incident/2251791
2250451,"March 9, 2022",Texas,Kemah (Clear Lake Shores),Grove Rd,1,0,https://www.gunviolencearchive.org/incident/2250451
2250399,"March 9, 2022",Georgia,Trenton,300 Tradition Ln,0,0,https://www.gunviolencearchive.org/incident/2250399
2250561,"March 9, 2022",Kentucky,Louisville,3501 W Broadway,1,1,https://www.gunviolencearchive.org/incident/2250561
2250582,"March 9, 2022",Kentucky,Louisville,13700 block of Blakely Ln,2,0,https://www.gunviolencearchive.org/incident/2250582
2251018,"March 9, 2022",New Jersey,Toms River,N/A,1,0,https://www.gunviolencearchive.org/incident/2251018
2251801,"March 9, 2022",Georgia,Lawrenceville,250 Scenic Hwy,0,2,https://www.gunviolencearchive.org/incident/2251801
2250417,"March 9, 2022",Tennessee,Memphis,1300 block of Aste St,0,1,https://www.gunviolencearchive.org/incident/2250417
2250731,"March 9, 2022",Michigan,Highland Park,14400 block of Oakland Ave,0,1,https://www.gunviolencearchive.org/incident/2250731
2250930,"March 9, 2022",Colorado,Denver,5200 block of N Yampa St,1,0,https://www.gunviolencearchive.org/incident/2250930
2250603,"March 9, 2022",New Hampshire,Manchester,307 Amherst St,0,1,https://www.gunviolencearchive.org/incident/2250603
2250471,"March 9, 2022",South Carolina,Greenville,100 block of Emily Ln,1,0,https://www.gunviolencearchive.org/incident/2250471
2251060,"March 9, 2022",Tennessee,Nashville,400 Deaderick St,1,0,https://www.gunviolencearchive.org/incident/2251060
2250485,"March 9, 2022",Virginia,Richmond,2852 Fairfield Ave,1,1,https://www.gunviolencearchive.org/incident/2250485
2251004,"March 9, 2022",Florida,Lakeland,1000 block of W 11th St,1,0,https://www.gunviolencearchive.org/incident/2251004
2250312,"March 9, 2022",Florida,Miami Gardens,4692 NW 183rd St,0,2,https://www.gunviolencearchive.org/incident/2250312
2251646,"March 9, 2022",Utah,Kaysville,475 S Main St,1,0,https://www.gunviolencearchive.org/incident/2251646
2250982,"March 9, 2022",Pennsylvania,Philadelphia,600 block of Clementine St,0,1,https://www.gunviolencearchive.org/incident/2250982
2250797,"March 9, 2022",Texas,Lufkin,1901 W Frank Ave,1,1,https://www.gunviolencearchive.org/incident/2250797
2253272,"March 9, 2022",District of Columbia,Washington,400 block of New York Ave NE,1,0,https://www.gunviolencearchive.org/incident/2253272
2265673,"March 9, 2022",Minnesota,Minneapolis (Fridley),51 81st Ave NE,0,0,https://www.gunviolencearchive.org/incident/2265673
2250969,"March 9, 2022",Missouri,Saint Louis,N Broadway and Carrie Ave,0,1,https://www.gunviolencearchive.org/incident/2250969
2250967,"March 9, 2022",Missouri,Saint Louis,3100 block of Delor St,0,1,https://www.gunviolencearchive.org/incident/2250967
2250963,"March 9, 2022",Missouri,Saint Joseph,3601 Gene Field Rd,0,1,https://www.gunviolencearchive.org/incident/2250963
2250960,"March 9, 2022",Florida,Interlachen,Poplar Dr,1,0,https://www.gunviolencearchive.org/incident/2250960
2250995,"March 9, 2022",Florida,Titusville,3rd Ave and Booker St,2,1,https://www.gunviolencearchive.org/incident/2250995
2250839,"March 9, 2022",Maryland,Baltimore,400 block of S Smallwood St,1,0,https://www.gunviolencearchive.org/incident/2250839
2250292,"March 9, 2022",Illinois,Decatur,1900 block of N Monroe St,0,1,https://www.gunviolencearchive.org/incident/2250292
2251144,"March 9, 2022",Illinois,Springfield,3470 Freedom Dr,1,0,https://www.gunviolencearchive.org/incident/2251144
2250325,"March 9, 2022",Maryland,Hyattsville,Hill Stream Dr and Hill Burne Dr,1,0,https://www.gunviolencearchive.org/incident/2250325
2250271,"March 9, 2022",Florida,Jacksonville,9000 Dandy Ave,0,1,https://www.gunviolencearchive.org/incident/2250271
2250263,"March 9, 2022",Michigan,Southfield,28555 Northwestern Hwy,0,1,https://www.gunviolencearchive.org/incident/2250263
2250540,"March 9, 2022",Colorado,Aurora,3300 N Ouray St,1,4,https://www.gunviolencearchive.org/incident/2250540
2257420,"March 9, 2022",Nevada,Las Vegas,6600 W Erie Ave,0,0,https://www.gunviolencearchive.org/incident/2257420
2250210,"March 9, 2022",Michigan,Detroit,2900 block of Anderdon St,0,2,https://www.gunviolencearchive.org/incident/2250210
2250188,"March 9, 2022",Iowa,Davenport,1401 W Central Park Ave,0,1,https://www.gunviolencearchive.org/incident/2250188
2250184,"March 9, 2022",Texas,Arlington,2100 block of E Lamar Blvd,0,2,https://www.gunviolencearchive.org/incident/2250184
2250869,"March 9, 2022",California,Oakland,2424 International Blvd,2,0,https://www.gunviolencearchive.org/incident/2250869
2250441,"March 9, 2022",Texas,Houston,6301 W Bellfort St,1,0,https://www.gunviolencearchive.org/incident/2250441
2250865,"March 9, 2022",California,Anaheim,1233 Brookhurst Ave,0,1,https://www.gunviolencearchive.org/incident/2250865
2250979,"March 9, 2022",Pennsylvania,Philadelphia,4800 block of Springfield Ave,1,0,https://www.gunviolencearchive.org/incident/2250979
2250146,"March 9, 2022",Texas,Austin,Research Blvd and Payton Gin Rd,0,1,https://www.gunviolencearchive.org/incident/2250146
2250852,"March 9, 2022",Oklahoma,Tulsa,W 17th St and S Olympia Ave,0,1,https://www.gunviolencearchive.org/incident/2250852
2250136,"March 9, 2022",Texas,Austin,8515 S I-35 Frontage Rd,0,1,https://www.gunviolencearchive.org/incident/2250136
2250885,"March 9, 2022",Pennsylvania,Cambridge Springs,Pendelton Dr,1,0,https://www.gunviolencearchive.org/incident/2250885
2250847,"March 9, 2022",Florida,Kissimmee,3055 Lake Marion Creek Rd,0,0,https://www.gunviolencearchive.org/incident/2250847
2250338,"March 9, 2022",Maryland,Baltimore,5500 Park Heights Ave,1,0,https://www.gunviolencearchive.org/incident/2250338
2250475,"March 9, 2022",Texas,Lubbock,609 CR 7150,1,0,https://www.gunviolencearchive.org/incident/2250475
2250328,"March 9, 2022",District of Columbia,Washington,Benning Rd SE and C St SE,0,1,https://www.gunviolencearchive.org/incident/2250328
2250096,"March 9, 2022",Texas,Beaumont,300 block of Joseph St,0,1,https://www.gunviolencearchive.org/incident/2250096
2251449,"March 9, 2022",Pennsylvania,Philadelphia,6500 block of N Broad St,0,1,https://www.gunviolencearchive.org/incident/2251449
2250089,"March 9, 2022",Pennsylvania,Philadelphia,2400 block of 24th,0,1,https://www.gunviolencearchive.org/incident/2250089
2251432,"March 9, 2022",Ohio,Marion,340 block of N Main St,1,0,https://www.gunviolencearchive.org/incident/2251432
2250826,"March 9, 2022",Kentucky,Erlanger,Riggs Ave,0,1,https://www.gunviolencearchive.org/incident/2250826
2250609,"March 9, 2022",Illinois,Chicago,7500 block of S Ellis Ave,1,0,https://www.gunviolencearchive.org/incident/2250609
2250083,"March 9, 2022",Florida,Pensacola,5030 Bayou Blvd,0,2,https://www.gunviolencearchive.org/incident/2250083
2250809,"March 9, 2022",Texas,Dallas,3800 block of E Illinois Ave,1,0,https://www.gunviolencearchive.org/incident/2250809
2299192,"March 9, 2022",Florida,Boynton Beach,N/A,0,1,https://www.gunviolencearchive.org/incident/2299192
2250512,"March 9, 2022",Texas,San Antonio,8400 N Loop 1604 W,0,1,https://www.gunviolencearchive.org/incident/2250512
2250806,"March 9, 2022",Texas,Houston,10800 block of S Sam Houston Pkwy,0,1,https://www.gunviolencearchive.org/incident/2250806
2251334,"March 9, 2022",Ohio,Trenton,800 block of Third St,0,1,https://www.gunviolencearchive.org/incident/2251334
2250623,"March 9, 2022",Illinois,Macomb,425 N Charles St,1,0,https://www.gunviolencearchive.org/incident/2250623
2250788,"March 9, 2022",California,Los Angeles,3921 Selig Pl,0,0,https://www.gunviolencearchive.org/incident/2250788
2250780,"March 9, 2022",Pennsylvania,Philadelphia,5500 block of Greenway Ave,0,1,https://www.gunviolencearchive.org/incident/2250780
2250762,"March 9, 2022",Washington,Seattle (Tukwila),13800 block of 37th Ave S,0,1,https://www.gunviolencearchive.org/incident/2250762
2250760,"March 9, 2022",Oregon,Salem,Hayesville Dr NE and Reimann St NE,1,0,https://www.gunviolencearchive.org/incident/2250760
2251299,"March 9, 2022",Mississippi,Jackson,1157 E Northside Dr,1,1,https://www.gunviolencearchive.org/incident/2251299
2250741,"March 9, 2022",Minnesota,Minneapolis,2100 block of N 4th St,0,1,https://www.gunviolencearchive.org/incident/2250741
2250733,"March 9, 2022",Michigan,Detroit,Auburn St and Joy Rd,0,1,https://www.gunviolencearchive.org/incident/2250733
2250206,"March 9, 2022",Michigan,Brown City,Willis Rd and Brown City Rd,1,1,https://www.gunviolencearchive.org/incident/2250206
2260701,"March 9, 2022",North Carolina,Forest City,Dogwood Ln,0,1,https://www.gunviolencearchive.org/incident/2260701
2250701,"March 9, 2022",Missouri,Seymour,Peewee Crossing Rd,1,0,https://www.gunviolencearchive.org/incident/2250701
2250459,"March 9, 2022",Virginia,Roanoke,2410 Williamson Rd NE,0,1,https://www.gunviolencearchive.org/incident/2250459
2250682,"March 9, 2022",Mississippi,Madison,272 Old Jackson Rd,0,1,https://www.gunviolencearchive.org/incident/2250682
2250374,"March 9, 2022",Louisiana,Baton Rouge,4665 Essen Ln,0,1,https://www.gunviolencearchive.org/incident/2250374
